Biography,Category,Spacy_NER,Stanza_NER
"Roberta Lynn Bondar CC OOnt FRCPC FRSC (/ˈbɒndər/; born December 4, 1945) is a Canadian astronaut, neurologist and consultant. She is Canada's first female astronaut and the first neurologist in space. After more than a decade as head of an international space medicine research team collaborating with NASA, Bondar became a consultant and speaker in the business, scientific, and medical communities. Roberta Bondar has received many honours including appointment as a Companion of the Order of Canada and the Order of Ontario, the NASA Space Flight Medal, over 28 honorary degrees, induction into the Canadian Medical Hall of Fame, the International Women's Forum Hall of Fame and a star on Canada's Walk of Fame.",Astronauts,"[('Paul Ainsworth', 'PERSON'), ('1979', 'DATE'), ('British', 'NORP'), ('Southampton', 'GPE'), ('England', 'GPE'), ('Paul Ainsworth', 'PERSON'), ('Number 6', 'CARDINAL'), ('Padstow', 'GPE'), ('Cornwall', 'GPE'), ('Michelin', 'PERSON'), ('2013', 'DATE'), ('four', 'CARDINAL'), ('Ainsworth', 'PERSON'), ('Gary Rhodes', 'PERSON'), ('Gordon Ramsay', 'PERSON'), ('Marcus Wareing', 'PERSON')]","[('Paul Ainsworth', 'PERSON'), ('1979', 'DATE'), ('British', 'NORP'), ('Southampton', 'GPE'), ('England', 'GPE'), ('Paul Ainsworth', 'PERSON'), ('Number 6', 'FAC'), ('Padstow', 'GPE'), ('Cornwall', 'GPE'), ('Michelin', 'ORG'), ('2013', 'DATE'), ('four', 'CARDINAL'), ('Ainsworth', 'PERSON'), ('Gary Rhodes', 'PERSON'), ('Gordon Ramsay', 'PERSON'), ('Marcus Wareing', 'PERSON')]"
"Brigadier Roberto Vittori, OMRI (born 15 October 1964, in Viterbo) is an Italian Air Force officer and an ESA astronaut. After graduating from the Italian Accademia Aeronautica in 1989, Vittori flew in the Italian Air Force. He then trained as a test pilot in the United States. In 1998, Vittori was selected by the ESA to join the European Astronaut Corps. Since then, he has participated in three spaceflights: the Soyuz TM-34/33 and Soyuz TMA-6/5 taxi flights to the ISS, as well as STS-134, the penultimate mission of the American Space Shuttle Program in 2011. He was the last non-American to fly aboard the Shuttle.",Astronauts,"[('John Sumter', 'PERSON'), ('Bull', 'PERSON'), ('September 25, 1934', 'DATE'), ('August 11, 2008', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG')]","[('John Sumter Bull', 'PERSON'), ('September 25 , 1934', 'DATE'), ('August 11 , 2008', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG')]"
Rodolfo Neri Vela (born 19 February 1952) is a Mexican scientist and astronaut who flew aboard a NASA Space Shuttle mission in the year 1985. He is the second Latin American to have traveled to space.,Astronauts,"[('Patrick Pierre Roger', 'PERSON'), ('March 6, 1946', 'DATE'), ('Cameroon', 'LOC'), ('the French Air Force', 'ORG'), ('CNES', 'ORG'), ('1985', 'DATE'), ('second', 'ORDINAL'), ('French', 'NORP'), ('Jean-Loup Chrétien', 'PERSON'), ('NASA', 'ORG'), ('Space Shuttle', 'PERSON')]","[('Patrick Pierre Roger Baudry', 'PERSON'), ('March 6 , 1946', 'DATE'), ('Cameroon', 'GPE'), ('the French Air Force', 'ORG'), ('CNES', 'ORG'), ('1985', 'DATE'), ('second', 'ORDINAL'), ('French', 'NORP'), ('Jean - Loup Chrétien', 'PERSON'), ('NASA', 'ORG'), ('Space Shuttle', 'ORG'), ('STS-51 - G.', 'DATE')]"
"Roger Bruce Chaffee (/ˈtʃæfiː/; February 15, 1935 – January 27, 1967) was an American naval officer, aviator and aeronautical engineer who was a NASA astronaut in the Apollo program. Chaffee was born in Grand Rapids, Michigan, where he became an Eagle Scout. He graduated from Central High School in 1953, and accepted a Naval Reserve Officers Training Corps (NROTC) scholarship. He began his college education at Illinois Institute of Technology, where he was involved in the fraternity Phi Kappa Sigma. He transferred to Purdue University in 1954, continuing his involvement in Phi Kappa Sigma and obtaining his private pilot's license. After graduating from Purdue in 1957 with a Bachelor of Science degree in Aeronautical Engineering, Chaffee completed his Navy training and was commissioned as an ensign. He began pilot training at Naval Air Station Pensacola, Florida, flying aircraft such as the T-34, T-28, and A3D. He became quality and safety control officer for Heavy Photographic Squadron 62 (VAP-62). His time in this unit included taking crucial photos of Cuba during the Cuban Missile Crisis, earning him the Air Medal. He was promoted to lieutenant commander in 1966. Along with thirteen other pilots, Chaffee was selected to be an astronaut as part of NASA Astronaut Group 3 in 1963. He served as capsule communicator (CAPCOM) for the Gemini 3 and Gemini 4 missions and received his first spaceflight assignment in 1966 as the third-ranking pilot on Apollo 1. In 1967, he died in a fire along with fellow astronauts Virgil ""Gus"" Grissom and Ed White during a pre-launch test for the mission at what was then the Cape Kennedy Air Force Station Launch Complex 34, Florida. He was posthumously awarded the Congressional Space Medal of Honor and a second Air Medal.",Astronauts,"[('Samantha Cristoforetti', 'PERSON'), ('Italian', 'NORP'), ('Milan', 'GPE'), ('26 April 1977', 'DATE'), ('Italian European Space Agency', 'ORG'), ('Italian Air Force', 'ORG'), ('European', 'NORP'), ('199 days', 'DATE'), ('16 hours', 'TIME'), ('Peggy Whitson', 'PERSON'), ('June 2017', 'DATE'), ('Christina Koch', 'PERSON'), ('first', 'ORDINAL'), ('Italian', 'NORP'), ('ISS Expedition 68', 'ORG'), ('September 28 2022', 'DATE'), ('December 2021', 'DATE'), ('Politico Europe', 'LOC'), ('annual', 'DATE'), ('28', 'CARDINAL'), ('Europe', 'LOC')]","[('Samantha Cristoforetti', 'PERSON'), ('OMRI', 'PERSON'), ('Italian', 'NORP'), ('Milan', 'GPE'), ('26 April 1977', 'DATE'), ('Italian', 'NORP'), ('European Space Agency', 'ORG'), ('Italian Air Force', 'ORG'), ('European', 'NORP'), ('199 days', 'DATE'), ('16 hours', 'TIME'), ('Peggy Whitson', 'PERSON'), ('June 2017', 'DATE'), ('Christina Koch', 'PERSON'), ('first', 'ORDINAL'), ('Italian', 'NORP'), ('ISS Expedition 68', 'PRODUCT'), ('September 28 2022', 'DATE'), ('December 2021', 'DATE'), ('Politico Europe', 'ORG'), ('one', 'CARDINAL'), ('28', 'CARDINAL'), ('Europe', 'LOC')]"
"Roger Keith Crouch (born September 12, 1940) is an American scientist and astronaut who flew as a payload specialist on two NASA Space Shuttle missions in 1997.",Astronauts,"[('Boris Borisovich Yegorov', 'PERSON'), ('Russian', 'NORP'), ('26 November 1937', 'DATE'), ('12 September 1994', 'DATE'), ('Soviet', 'NORP'), ('first', 'ORDINAL'), ('the First Moscow State Medical University', 'ORG'), ('1961', 'DATE'), (""Yuri Gagarin's"", 'GPE'), ('Yegorov', 'PERSON'), ('Yegorov', 'PERSON'), ('Politburo', 'ORG'), ('Yegorov', 'PERSON'), ('the Hero of the Soviet Union', 'WORK_OF_ART'), ('October 19, 1964', 'DATE'), ('1994', 'DATE')]","[('Boris Borisovich Yegorov', 'PERSON'), ('Russian', 'NORP'), ('26 November 1937', 'DATE'), ('12 September 1994', 'DATE'), ('Soviet', 'NORP'), ('first', 'ORDINAL'), ('Yegorov', 'PERSON'), ('the First Moscow State Medical University', 'ORG'), ('1961', 'DATE'), (""Yuri Gagarin 's"", 'PERSON'), ('Yegorov', 'PERSON'), ('Yegorov', 'PERSON'), ('Voskhod 1', 'PRODUCT'), ('Politburo', 'ORG'), ('Yegorov', 'PERSON'), ('the Soviet Union', 'GPE'), ('October 19 , 1964', 'DATE'), ('1994', 'DATE')]"
"Roger E. Kanet (born 1936) is professor emeritus of political science and former Associate Vice Chancellor for Academic Affairs (1989-1997), University of Illinois at Urbana-Champaign, and professor emeritus of political science and former Dean of the School of International Studies (1997-2000), University of Miami.",Astronauts,"[('David Muñoz Rosillo', 'PERSON'), ('15 January 1980', 'DATE'), ('Spanish', 'NORP'), ('three', 'CARDINAL'), ('Michelin', 'PERSON'), ('Madrid', 'GPE'), ('Viridiana', 'GPE'), ('Abraham García', 'PERSON'), ('David', 'PERSON'), ('Spain', 'GPE'), ('London', 'GPE'), ('Nobu', 'GPE'), ('Hakkasan', 'GPE'), ('Asian', 'NORP'), ('nearly two years', 'DATE')]","[('David Muñoz Rosillo', 'PERSON'), ('15 January 1980', 'DATE'), ('Spanish', 'NORP'), ('three', 'CARDINAL'), ('Michelin', 'ORG'), ('4 feet', 'QUANTITY'), ('Madrid', 'GPE'), ('Viridiana', 'GPE'), ('Abraham García', 'PERSON'), ('David', 'PERSON'), ('Spain', 'GPE'), ('London', 'GPE'), ('Nobu', 'FAC'), ('Hakkasan', 'GPE'), ('Asian', 'NORP'), ('nearly two years', 'DATE')]"
"Roman Yurievich Romanenko (Major, Russian Air Force; Russian: Роман Юрьевич Романенко; born 9 August 1971) is a Russian retired cosmonaut at the Yuri Gagarin Cosmonaut Training Center. He is also a politician, sitting in the State Duma since 2021 representing the Chertanovo constituency.",Astronauts,"[(""Melissa Donovan d'Arabian"", 'PERSON'), ('American', 'NORP'), ('the fifth season', 'DATE'), ('Food Network Star', 'ORG'), ('2009', 'DATE'), ('Food Network', 'ORG')]","[(""Melissa Donovan d'Arabian"", 'PERSON'), ('American', 'NORP'), ('fifth', 'ORDINAL'), ('Food Network Star', 'WORK_OF_ART'), ('2009', 'DATE'), ('Ten Dollar Dinners on Food Network', 'WORK_OF_ART')]"
"Ronald Ellwin Evans Jr. (November 10, 1933 – April 7, 1990) was an American electrical engineer, aeronautical engineer, officer and aviator in the United States Navy, and NASA astronaut. As Command Module Pilot on Apollo 17 he was one of the 24 astronauts to have flown to the Moon, and one of 12 people to have flown to the Moon without landing on it. Before becoming an astronaut, Evans graduated with a Bachelor of Science degree in electrical engineering from the University of Kansas and joined the U.S. Navy in 1956. After receiving his naval aviator wings, he served as a fighter pilot and flew combat missions during the Vietnam War. In 1964 he received a Master of Science degree in aeronautical engineering from the U.S. Naval Postgraduate School. Achieving the rank of captain, he retired from the Navy in 1976. Evans was selected as an astronaut by NASA as part of NASA Astronaut Group 5 in 1966 and made his only flight into space as command Module pilot aboard Apollo 17 in December 1972, the last crewed mission to the Moon, with Commander Gene Cernan and Lunar Module Pilot Harrison Schmitt. During the flight, Evans and five mice orbited the Moon a record 75 times as his two crewmates descended to and explored the surface. He is the last person to orbit the Moon alone and, at 147 hours and 43 minutes, holds the record for the most time spent in lunar orbit. During Apollo 17's return flight to Earth, Evans performed an extravehicular activity (EVA) to retrieve film cassettes from the service module. It was the third ""deep space"" EVA, and is the spacewalk performed at the greatest distance from any planetary body. As of 2022, it remains one of only three deep space EVAs, all made during the Apollo program's J-missions. It was also the final spacewalk of the Apollo program. In 1975, Evans served as backup Command Module Pilot for the Apollo–Soyuz Test Project mission. He worked on the development of the Space Shuttle before retiring from NASA in March 1977 to become a coal industry executive.",Astronauts,"[('Scott Conant', 'PERSON'), ('February 19, 1971', 'DATE'), ('American', 'NORP'), ('restaurateur', 'ORG'), ('2009', 'DATE'), ('Conant', 'ORG'), ('Chopped', 'PERSON'), ('four', 'CARDINAL')]","[('Scott Conant', 'PERSON'), ('February 19 , 1971', 'DATE'), ('American', 'NORP'), ('2009', 'DATE'), ('Conant', 'PERSON'), ('Chopped', 'WORK_OF_ART'), ('four', 'CARDINAL')]"
"Ronald John Garan Jr. (born October 30, 1961) is a retired NASA astronaut. After graduating from State University of New York College at Oneonta in 1982, he joined the Air Force, becoming a Second Lieutenant in 1984. He became an F-16 pilot, and flew combat missions in Desert Shield and Desert Storm. Before becoming an astronaut he was the Operations Officer of the 40th Flight Test Squadron (FTS). He first flew in space as a Mission Specialist on the May 2008 STS-124 mission to the International Space Station (ISS). He returned to ISS on April 4, 2011, for a six-month stay as a member of Expedition 27.",Astronauts,"[('David Kinch', 'PERSON'), ('April 4, 1961', 'DATE'), ('American', 'NORP'), ('Manresa', 'GPE'), ('Los Gatos', 'GPE'), ('California', 'GPE'), ('three', 'CARDINAL'), ('Michelin', 'PERSON'), ('2016', 'DATE'), ('Kinch', 'PERSON'), ('California', 'GPE'), ('French', 'NORP'), ('Catalan', 'NORP'), ('Japanese', 'NORP'), ('Kinch', 'PERSON'), ('second', 'ORDINAL'), ('Los Gatos', 'GPE'), ('January 12, 2016', 'DATE'), ('Manresa', 'GPE'), ('one', 'CARDINAL'), ('World', 'ORG'), ('50', 'CARDINAL'), ('Restaurant Magazine', 'ORG'), ('America', 'GPE'), ('50', 'CARDINAL'), ('Gourmet', 'ORG'), ('four', 'CARDINAL'), ('the San Francisco Chronicle', 'ORG'), ('the International Culinary Center', 'ORG'), ('the French Culinary Institute', 'ORG'), ('1984', 'DATE'), ('Kinch', 'PERSON'), ('the Best Chef in America', 'ORG'), ('Pacific', 'LOC'), ('the James Beard Foundation', 'ORG'), ('GQ', 'WORK_OF_ART'), ('Chef of the Year for 2011', 'ORG')]","[('David Kinch', 'PERSON'), ('April 4 , 1961', 'DATE'), ('American', 'NORP'), ('Manresa', 'ORG'), ('Los Gatos', 'GPE'), ('California', 'GPE'), ('three', 'CARDINAL'), ('Michelin', 'ORG'), ('2016', 'DATE'), ('Kinch', 'PERSON'), ('California', 'GPE'), ('French', 'NORP'), ('Catalan', 'NORP'), ('Japanese', 'NORP'), ('Kinch', 'PERSON'), ('second', 'ORDINAL'), ('Los Gatos', 'GPE'), ('The Bywater', 'FAC'), ('January 12 , 2016', 'DATE'), ('Manresa', 'ORG'), ('one', 'CARDINAL'), ('World', 'ORG'), ('50', 'CARDINAL'), ('Restaurant Magazine', 'ORG'), ('America', 'GPE'), ('Top 50 Restaurants', 'ORG'), ('Gourmet', 'ORG'), ('four', 'CARDINAL'), ('the San Francisco Chronicle', 'ORG'), ('the International Culinary Center', 'FAC'), ('the French Culinary Institute', 'ORG'), ('1984', 'DATE'), ('Kinch', 'PERSON'), ('Best Chef in America award', 'WORK_OF_ART'), ('Pacific', 'LOC'), ('the James Beard Foundation', 'ORG'), ('GQ', 'ORG'), ('Chef of the Year', 'WORK_OF_ART'), ('2011', 'DATE')]"
"Ronald John Grabe (born June 13, 1945, in New York, New York), (Col, USAF, Ret.), is a former NASA astronaut. He has earned the Air Force Distinguished Flying Cross, the Air Medal with 7 Oak Leaf Clusters, the Air Force Meritorious Service Medal, the (for Outstanding Student at the USAF Test Pilot School), the Royal Air Force Cross, the NASA Exceptional Service Medal, and NASA Space Flight Medals.",Astronauts,"[('Satoshi Furukawa', 'PERSON'), ('Furukawa Satoshi', 'PERSON'), ('April 4, 1964', 'DATE'), ('Japanese', 'NORP'), ('JAXA', 'PERSON'), ('Furukawa', 'ORG'), ('the International Space Station', 'ORG'), ('Expedition 28/29', 'LAW'), ('7 June 2011', 'DATE'), ('22 November 2011', 'DATE')]","[('Satoshi Furukawa', 'PERSON'), ('Furukawa Satoshi', 'PERSON'), ('April 4 , 1964', 'DATE'), ('Japanese', 'NORP'), ('JAXA', 'ORG'), ('Furukawa', 'PERSON'), ('the International Space Station', 'FAC'), ('Expedition 28/29', 'PRODUCT'), ('7 June 2011', 'DATE'), ('22 November 2011', 'DATE')]"
"Ronald ""Ron"" Michael Sega (also Ronald Šega) (Ph.D.) (born December 4, 1952) is professor of systems engineering and Vice President for Energy and the Environment at the Colorado State University Research Foundation, a non-profit advocacy organization supporting CSU. He is also the Vice President and Enterprise Executive for Energy and Environment at Ohio State University. From August 2005 to August 2007, he served as Under Secretary of the Air Force. He is a retired major general in the United States Air Force and a former NASA astronaut. Sega was born in Cleveland, Ohio, he is of Slovene origin. He was married to fellow astronaut Bonnie J. Dunbar. He is now married to Ann Sega and they have two sons. He has lived in both Northfield, Ohio and Colorado Springs.",Astronauts,"[('Joyce Goldstein', 'PERSON'), ('July 17, 1935', 'DATE'), ('American', 'NORP'), ('two', 'CARDINAL'), ('James Beard Foundation Award', 'PERSON'), ('San Francisco', 'GPE'), ('One', 'CARDINAL'), ('between 1984 and 1996', 'DATE')]","[('Joyce Goldstein', 'PERSON'), ('July 17 , 1935', 'DATE'), ('American', 'NORP'), ('two', 'CARDINAL'), ('James Beard Foundation Award', 'ORG'), ('San Francisco', 'GPE'), ('Square One', 'FAC'), ('between 1984 and 1996', 'DATE')]"
"Ronald Erwin McNair (October 21, 1950 – January 28, 1986) was an American NASA astronaut and physicist. He died during the launch of the Space Shuttle Challenger on mission STS-51-L, in which he was serving as one of three mission specialists in a crew of seven. Prior to the Challenger disaster, he flew as a mission specialist on STS-41-B aboard Challenger from February 3 to 11, 1984, becoming the second African American and the first Baháʼí to fly in space.",Astronauts,"[('Pyotr Valerievich Dubrov', 'PERSON'), ('Russian', 'NORP'), ('30 January 1978', 'DATE'), ('Russian', 'NORP'), ('Roscosmos', 'ORG'), ('2012', 'DATE')]","[('Pyotr Valerievich Dubrov', 'PERSON'), ('Russian', 'NORP'), ('30 January 1978', 'DATE'), ('Russian', 'NORP'), ('Roscosmos', 'ORG'), ('2012', 'DATE')]"
"Ronald Anthony Parise (May 24, 1951 – May 9, 2008) was an Italian American scientist who flew aboard two NASA Space Shuttle missions as a payload specialist. Parise was born in Warren, Ohio to Henry and Catherine Parise (nee Pasha). By age 11, he became a licensed amateur radio operator. In his teens, he developed an interest in astronomy and aviation and became a pilot. He attended Western Reserve High School, graduating in 1969 before attending Youngstown State University. In 1973, he obtained a bachelor of science degree in physics, with minors in mathematics, astronomy, and geology. He went on to receive a master's degree in 1977 and a doctorate in 1979 from the University of Florida, both in astronomy. He and his wife Cecelia Sokol Parise had two children. Parise died from a brain tumor on May 9, 2008 at the age of 56.",Astronauts,"[('Joseph Michael ""Joe"" Acabá', 'PERSON'), ('May 17, 1967', 'DATE'), ('Puerto Rican', 'NORP'), ('NASA', 'ORG'), ('May 2004', 'DATE'), ('first', 'ORDINAL'), ('Puerto Rican', 'GPE'), ('NASA', 'ORG'), ('NASA', 'ORG'), ('19', 'CARDINAL'), ('February 10, 2006', 'DATE'), ('March 15 to 28, 2009', 'DATE'), ('the International Space Station', 'ORG'), ('Acabá', 'ORG'), ('the International Space Station', 'ORG'), ('May 15, 2012', 'DATE'), ('May 17', 'DATE'), ('Earth', 'LOC'), ('September 17, 2012', 'DATE'), ('Acaba', 'GPE'), ('the International Space Station', 'ORG'), ('2017', 'DATE'), ('Expedition 53/54', 'ORG')]","[('Joseph Michael "" Joe "" Acabá', 'PERSON'), ('May 17 , 1967', 'DATE'), ('Puerto Rican', 'NORP'), ('NASA', 'ORG'), ('May 2004', 'DATE'), ('first', 'ORDINAL'), ('Puerto Rican', 'NORP'), ('NASA', 'ORG'), ('NASA Astronaut Training Group 19', 'ORG'), ('February 10 , 2006', 'DATE'), ('STS-119', 'ORG'), ('March 15 to 28 , 2009', 'DATE'), ('the International Space Station', 'FAC'), ('Acabá', 'ORG'), ('the International Space Station', 'FAC'), ('May 15 , 2012', 'DATE'), ('May 17', 'DATE'), ('Earth', 'LOC'), ('September 17 , 2012', 'DATE'), ('Acaba', 'PERSON'), ('the International Space Station', 'FAC'), ('2017', 'DATE'), ('Expedition 53/54', 'PRODUCT')]"
"Samantha Cristoforetti, OMRI (Italian pronunciation: [saˈmanta kristofoˈretti]; born in Milan on 26 April 1977) is an Italian European Space Agency astronaut, former Italian Air Force pilot and engineer. She holds the record for the longest uninterrupted spaceflight by a European astronaut (199 days, 16 hours), and she held the record for the longest single space flight by a woman until this was broken by Peggy Whitson in June 2017, and later by Christina Koch. She is also the first Italian woman in space. She took command of ISS Expedition 68 on September 28 2022. In December 2021, Politico Europe named her as one of the ""dreamers"" in its annual list of the 28 most influential people in Europe.",Astronauts,"[('David Randolph Scott', 'PERSON'), ('June 6, 1932', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('seventh', 'ORDINAL'), ('third', 'ORDINAL'), ('1963', 'DATE'), ('Scott', 'PERSON'), ('three', 'CARDINAL'), ('Apollo 15', 'LAW'), ('fourth', 'ORDINAL'), ('one', 'CARDINAL'), ('four', 'CARDINAL'), ('Moon', 'PERSON'), ('Apollo 15', 'ORG'), ('Scott', 'PERSON'), ('the United States', 'GPE'), ('the Air Force', 'ORG'), ('Europe', 'LOC'), ('the Air Force Experimental Test Pilot School', 'ORG'), ('the Aerospace Research Pilot School', 'ORG'), ('Scott', 'PERSON'), ('the Air Force', 'ORG'), ('1975', 'DATE'), ('more than 5,600 hours', 'TIME'), ('Scott', 'PERSON'), ('first', 'ORDINAL'), ('Neil Armstrong', 'PERSON'), ('March 1966', 'DATE'), ('just under eleven hours', 'TIME'), ('Earth', 'LOC'), ('second', 'ORDINAL'), ('American', 'NORP'), ('8', 'CARDINAL'), ('Scott', 'PERSON'), ('ten days', 'DATE'), ('March 1969', 'DATE'), ('Command Module Pilot', 'ORG'), ('Apollo 9', 'LAW'), ('Apollo', 'ORG'), ('James McDivitt', 'PERSON'), ('Lunar Module Pilot', 'PERSON'), ('Rusty Schweickart', 'PERSON'), ('Apollo 12', 'LAW'), ('Scott', 'PERSON'), ('third', 'ORDINAL'), ('Apollo', 'ORG'), ('fourth', 'ORDINAL'), ('first', 'ORDINAL'), ('Scott', 'PERSON'), ('James Irwin', 'PERSON'), ('three days', 'DATE'), ('Earth', 'LOC'), ('Scott', 'PERSON'), ('NASA', 'ORG'), ('four hundred', 'CARDINAL'), ('NASA', 'ORG'), ('Dryden Flight Research Center', 'ORG'), ('California', 'GPE'), ('Scott', 'PERSON'), ('1977', 'DATE'), ('Apollo 13', 'LAW')]","[('David Randolph Scott', 'PERSON'), ('June 6 , 1932', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('seventh', 'ORDINAL'), ('Moon', 'LOC'), ('third', 'ORDINAL'), ('1963', 'DATE'), ('Scott', 'PERSON'), ('three', 'CARDINAL'), ('Apollo 15', 'PRODUCT'), ('fourth', 'ORDINAL'), ('one', 'CARDINAL'), ('four', 'CARDINAL'), ('Moon', 'PRODUCT'), ('Apollo 15', 'ORG'), ('Scott', 'PERSON'), ('the United States Military Academy', 'ORG'), ('West Point', 'LOC'), ('the Air Force', 'ORG'), ('Europe', 'LOC'), ('the Air Force Experimental Test Pilot School', 'ORG'), ('Class 62C', 'PRODUCT'), ('the Aerospace Research Pilot School', 'ORG'), ('Scott', 'PERSON'), ('the Air Force', 'ORG'), ('1975', 'DATE'), ('more than 5,600 hours', 'TIME'), ('Scott', 'PERSON'), ('first', 'ORDINAL'), ('Gemini 8', 'PRODUCT'), ('Neil Armstrong', 'PERSON'), ('March 1966', 'DATE'), ('just under eleven hours', 'TIME'), ('Earth', 'LOC'), ('second', 'ORDINAL'), ('American', 'NORP'), ('Gemini 8', 'PRODUCT'), ('Scott', 'PERSON'), ('ten days', 'DATE'), ('March 1969', 'DATE'), ('Command Module Pilot of Apollo 9', 'PRODUCT'), ('Apollo', 'PRODUCT'), ('James McDivitt', 'PERSON'), ('Lunar Module Pilot', 'PRODUCT'), ('Rusty Schweickart', 'PERSON'), ('Apollo 12', 'WORK_OF_ART'), ('Scott', 'PERSON'), ('third', 'ORDINAL'), ('Apollo 15', 'PRODUCT'), ('fourth', 'ORDINAL'), ('first', 'ORDINAL'), ('Scott', 'PERSON'), ('James Irwin', 'PERSON'), ('Moon', 'PERSON'), ('three days', 'DATE'), ('Earth', 'LOC'), ('Scott', 'PERSON'), ('NASA', 'ORG'), ('four hundred', 'CARDINAL'), ('Moon', 'LOC'), ('NASA', 'ORG'), ('Dryden Flight Research Center', 'ORG'), ('California', 'GPE'), ('Scott', 'PERSON'), ('1977', 'DATE'), ('Apollo 13', 'PRODUCT')]"
"Samuel Thornton Durrance (Ph.D.) (born September 17, 1943) is an American scientist who flew aboard two NASA Space Shuttle missions as a payload specialist.",Astronauts,"[('Pavel Vladimirovich Vinogradov', 'ORG'), ('Russian', 'NORP'), ('Павел Владимирович Виноградов', 'PERSON'), ('31 August 1953', 'DATE'), ('Magadan', 'GPE'), ('USSR', 'GPE'), ('the International Space Station', 'ORG'), ('May 2013', 'DATE'), ('three', 'CARDINAL'), ('Mir', 'FAC'), ('the International Space Station', 'ORG'), ('10', 'CARDINAL'), ('Vinogradov', 'ORG'), ('seven', 'CARDINAL')]","[('Pavel Vladimirovich Vinogradov', 'PERSON'), ('Russian', 'NORP'), ('31 August 1953', 'DATE'), ('Magadan', 'GPE'), ('USSR', 'GPE'), ('the International Space Station', 'FAC'), ('May 2013', 'DATE'), ('three', 'CARDINAL'), ('Mir', 'FAC'), ('the International Space Station', 'FAC'), ('one', 'CARDINAL'), ('10', 'CARDINAL'), ('Vinogradov', 'PERSON'), ('seven', 'CARDINAL')]"
"Sandra Hall Magnus (born October 30, 1964) is an American engineer and a former NASA astronaut. She returned to Earth with the crew of STS-119 Discovery on March 28, 2009, after having spent 134 days in orbit. She was assigned to the crew of STS-135, the final mission of the Space Shuttle. She is also a licensed amateur radio operator with the call sign KE5FYE. From 2012 until 2018 Magnus was the executive director of the American Institute of Aeronautics and Astronautics.",Astronauts,"[('Carlos Ismael Noriega', 'PERSON'), ('8 October 1959', 'DATE'), ('Peruvian', 'NORP'), ('NASA', 'ORG'), ('NASA', 'ORG'), ('U.S. Marine Corps', 'ORG')]","[('Carlos Ismael Noriega', 'PERSON'), ('8 October 1959', 'DATE'), ('Peruvian - American', 'NORP'), ('NASA', 'ORG'), ('NASA', 'ORG'), ('U.S. Marine Corps', 'ORG')]"
"Sarah Gillis is an American engineer who is scheduled to fly on Polaris Dawn, a private space mission. If the trip goes ahead as planned in early 2023, she will become the youngest American to reach orbit.",Astronauts,"[('Joseph Percival ""', 'PERSON'), ('Joe"" Allen IV', 'PERSON'), ('June 27, 1937', 'DATE'), ('NASA', 'ORG'), ('more than 3,000 hours', 'TIME')]","[('Joseph Percival', 'PERSON'), ('Joe "" Allen IV', 'PERSON'), ('June 27 , 1937', 'DATE'), ('NASA', 'ORG'), ('more than 3,000 hours', 'TIME')]"
